company_name,activity_type,role_count,post_count,priority_score,last_updated
Lyteforge Technologies LLC,hiring_only,12,0,2,2026-01-09
Hiring Companies,hiring_only,1,0,2,2026-01-09
The Judge Group,hiring_only,1,0,2,2026-01-09
Palo Alto Networks,talking_only,0,4,1,2026-01-09
CrowdStrike,talking_only,0,4,1,2026-01-09
Check Point,talking_only,0,4,1,2026-01-09
Cisco Security,talking_only,0,2,1,2026-01-09
es to apply for maximum exposure.Apply,discovered,0,0,0,2026-01-09
es to apply for maximum exposure.,discovered,0,0,0,2026-01-09
ion is a unique software development company based,discovered,0,0,0,2026-01-09
