company_name,activity_type,role_count,post_count,priority_score,last_updated
"Insight Global, Inc.",hiring_only,7,0,2,2026-04-10
Mindbank Consulting Group,hiring_only,5,0,2,2026-04-10
Crypto,hiring_only,1,0,2,2026-04-10
Hiring Companies,hiring_only,1,0,2,2026-04-10
Check Point,talking_only,0,7,1,2026-04-10
Cisco Security,talking_only,0,4,1,2026-04-10
CrowdStrike,talking_only,0,4,1,2026-04-10
Palo Alto Networks,talking_only,0,1,1,2026-04-10
Podcasts,discovered,0,0,0,2026-04-10
DoorDashDoorDash is an on-demand delivery service.,discovered,0,0,0,2026-04-10
AI,discovered,0,0,0,2026-04-10
American Dynamism,discovered,0,0,0,2026-04-10
Consumer,discovered,0,0,0,2026-04-10
Cultural Leadership Fund,discovered,0,0,0,2026-04-10
Enterprise,discovered,0,0,0,2026-04-10
Fintech,discovered,0,0,0,2026-04-10
Growth,discovered,0,0,0,2026-04-10
Infrastructure,discovered,0,0,0,2026-04-10
Perennial,discovered,0,0,0,2026-04-10
Speedrun,discovered,0,0,0,2026-04-10
Investing in GitButler,discovered,0,0,0,2026-04-10
Where Enterprises are Actually Adopting AI,discovered,0,0,0,2026-04-10
Podcast Network,discovered,0,0,0,2026-04-10
Books,discovered,0,0,0,2026-04-10
a16z Build,discovered,0,0,0,2026-04-10
College Talent,discovered,0,0,0,2026-04-10
Offices,discovered,0,0,0,2026-04-10
Strategic Partnerships,discovered,0,0,0,2026-04-10
Youtube-alt,discovered,0,0,0,2026-04-10
Substack,discovered,0,0,0,2026-04-10
Portfolio Jobs Board,discovered,0,0,0,2026-04-10
Terms of Use,discovered,0,0,0,2026-04-10
Privacy Policy,discovered,0,0,0,2026-04-10
Disclosures,discovered,0,0,0,2026-04-10
Sitemap,discovered,0,0,0,2026-04-10
Load More,discovered,0,0,0,2026-04-10
Filters0,discovered,0,0,0,2026-04-10
Reset,discovered,0,0,0,2026-04-10
Entrepreneurial Resources,discovered,0,0,0,2026-04-10
Search,discovered,0,0,0,2026-04-10
Consumer & Retail,discovered,0,0,0,2026-04-10
Frontier,discovered,0,0,0,2026-04-10
Sustainability,discovered,0,0,0,2026-04-10
Digital Health,discovered,0,0,0,2026-04-10
MedTech & Diagnostics,discovered,0,0,0,2026-04-10
Therapeutics,discovered,0,0,0,2026-04-10
Select Exits,discovered,0,0,0,2026-04-10
View More,discovered,0,0,0,2026-04-10
AI benefiting humanity,discovered,0,0,0,2026-04-10
Transforming the way we eat,discovered,0,0,0,2026-04-10
Fueling human potential through optimal sleep,discovered,0,0,0,2026-04-10
One-stop shop for wholesale,discovered,0,0,0,2026-04-10
One dedicated handyman for your home,discovered,0,0,0,2026-04-10
Hyper-personalized stories powered by AI,discovered,0,0,0,2026-04-10
Sell a home in minutes,discovered,0,0,0,2026-04-10
Rebuilding higher ed for the AI era,discovered,0,0,0,2026-04-10
Watch live sports with friends,discovered,0,0,0,2026-04-10
Personalized automated oral health system,discovered,0,0,0,2026-04-10
AI gamemaker,discovered,0,0,0,2026-04-10
Clinical grade headband to improve sleep,discovered,0,0,0,2026-04-10
Largest music game on Roblox,discovered,0,0,0,2026-04-10
Proteomics for precision organ health,discovered,0,0,0,2026-04-10
Building a native AI foundational model for Japan,discovered,0,0,0,2026-04-10
Empowering a billion software developers,discovered,0,0,0,2026-04-10
Serverless Postgres,discovered,0,0,0,2026-04-10
AI applications for the Fortune 500,discovered,0,0,0,2026-04-10
AI-native FP&A software & data management,discovered,0,0,0,2026-04-10
AI accountant,discovered,0,0,0,2026-04-10
AI-native ERP,discovered,0,0,0,2026-04-10
Legal AI contract review & drafting,discovered,0,0,0,2026-04-10
AI-native digital identity protection,discovered,0,0,0,2026-04-10
Real-time data warehouse and open-source database,discovered,0,0,0,2026-04-10
Adapting the web for AIs,discovered,0,0,0,2026-04-10
Chip design reimagined with AI,discovered,0,0,0,2026-04-10
Automated analog layout,discovered,0,0,0,2026-04-10
Copilot for architects and interior designers,discovered,0,0,0,2026-04-10
Building the full-stack for Generative AI in India,discovered,0,0,0,2026-04-10
AI assistant to transcribe and summarize meetings,discovered,0,0,0,2026-04-10
Staying on top of cyber threats,discovered,0,0,0,2026-04-10
Self-service analytics for the modern data stack,discovered,0,0,0,2026-04-10
Simplified business communications,discovered,0,0,0,2026-04-10
Antivirus software to prevent rather than detect,discovered,0,0,0,2026-04-10
Enabling businesses to participate in the economy,discovered,0,0,0,2026-04-10
Financial infrastructure for the Internet,discovered,0,0,0,2026-04-10
Credit card using your home equity for lower rates,discovered,0,0,0,2026-04-10
Pay over time without hidden fees,discovered,0,0,0,2026-04-10
Co-branded financial products,discovered,0,0,0,2026-04-10
Finance simplified,discovered,0,0,0,2026-04-10
Cyber insurance,discovered,0,0,0,2026-04-10
Real estate investing for everyone,discovered,0,0,0,2026-04-10
Improving access to affordable credit with AI,discovered,0,0,0,2026-04-10
Self-driving trucks,discovered,0,0,0,2026-04-10
Next-generation defense systems,discovered,0,0,0,2026-04-10
Universal manufacturing network,discovered,0,0,0,2026-04-10
Structured cognition in machines,discovered,0,0,0,2026-04-10
AI-powered weather balloons,discovered,0,0,0,2026-04-10
Building delivery bots,discovered,0,0,0,2026-04-10
Revolutionizing analog computing for AI,discovered,0,0,0,2026-04-10
Intelligent robotics for item handling,discovered,0,0,0,2026-04-10
Manufacturing in space,discovered,0,0,0,2026-04-10
High-resolution imaging satellites,discovered,0,0,0,2026-04-10
Limitless clean fusion energy,discovered,0,0,0,2026-04-10
High-capacity urban mass transit,discovered,0,0,0,2026-04-10
Forging the future of steel,discovered,0,0,0,2026-04-10
Fertilizer from air,discovered,0,0,0,2026-04-10
Extracting heat from superhot rocks,discovered,0,0,0,2026-04-10
Cell-free biomanufacturing platform,discovered,0,0,0,2026-04-10
Circular apparel,discovered,0,0,0,2026-04-10
Energy storage solution,discovered,0,0,0,2026-04-10
Direct air capture at scale,discovered,0,0,0,2026-04-10
Using perovskites for lower-cost solar,discovered,0,0,0,2026-04-10
Capturing Rubisco protein from green leaves,discovered,0,0,0,2026-04-10
Solid state lithium batteries,discovered,0,0,0,2026-04-10
Local power generation for a zero-carbon future,discovered,0,0,0,2026-04-10
Changing agriculture with intelligent machinery,discovered,0,0,0,2026-04-10
Transforming pollution into sustainable fuels,discovered,0,0,0,2026-04-10
Freeing the world from pain,discovered,0,0,0,2026-04-10
AI therapist,discovered,0,0,0,2026-04-10
AI for Clinical Conversations,discovered,0,0,0,2026-04-10
Transforming cardiologic care using deep learning,discovered,0,0,0,2026-04-10
AI tool enabling oncologists,discovered,0,0,0,2026-04-10
Neighborhood primary care for people on Medicare,discovered,0,0,0,2026-04-10
AI prediction system for cancer,discovered,0,0,0,2026-04-10
Making family care possible,discovered,0,0,0,2026-04-10
AI radiology workflow automation tool,discovered,0,0,0,2026-04-10
AI copilot for physicians,discovered,0,0,0,2026-04-10
AI-assisted primary care,discovered,0,0,0,2026-04-10
Emotionally intelligent AI care management,discovered,0,0,0,2026-04-10
Exercise platform to prevent falls,discovered,0,0,0,2026-04-10
In-the-moment care for every emotion,discovered,0,0,0,2026-04-10
Empowering people to improve their heart health,discovered,0,0,0,2026-04-10
Robots for biologists,discovered,0,0,0,2026-04-10
Rapid diagnostic tests that read the immune system,discovered,0,0,0,2026-04-10
Transforming cancer care through blood tests,discovered,0,0,0,2026-04-10
Biohybrid brain computer interface,discovered,0,0,0,2026-04-10
Neonatal platform for preterm infants,discovered,0,0,0,2026-04-10
Building next-gen biomaterials for smart biologics,discovered,0,0,0,2026-04-10
Advanced infectious disease diagnostics,discovered,0,0,0,2026-04-10
Medication-free depression treatment,discovered,0,0,0,2026-04-10
Lab-grown human organs for drug discovery,discovered,0,0,0,2026-04-10
Developing in vivo CAR-T therapeutics,discovered,0,0,0,2026-04-10
Extending lifespan of dogs,discovered,0,0,0,2026-04-10
Foundational models for the human cell,discovered,0,0,0,2026-04-10
Pioneering precision epigenetic medicines,discovered,0,0,0,2026-04-10
Individualized precision therapeutics,discovered,0,0,0,2026-04-10
Precision nucleic acid delivery technology,discovered,0,0,0,2026-04-10
Human-compatible organs for transplantation,discovered,0,0,0,2026-04-10
Targeting cells that cause aging,discovered,0,0,0,2026-04-10
Autonomizing stem cell therapy manufacturing,discovered,0,0,0,2026-04-10
Founder Experience,discovered,0,0,0,2026-04-10
Launch,discovered,0,0,0,2026-04-10
Research Hub,discovered,0,0,0,2026-04-10
Faction,discovered,0,0,0,2026-04-10
Events,discovered,0,0,0,2026-04-10
Lighthouse,discovered,0,0,0,2026-04-10
Portfolio Jobs,discovered,0,0,0,2026-04-10
Filter options,discovered,0,0,0,2026-04-10
Filter Sectorall,discovered,0,0,0,2026-04-10
Filter Locationall,discovered,0,0,0,2026-04-10
Filter investmentsBOTH,discovered,0,0,0,2026-04-10
AirboundLSIP Investment,discovered,0,0,0,2026-04-10
AledadeFounded2014BackedSince2023StatusPrivate,discovered,0,0,0,2026-04-10
ApnaLSIP Investment,discovered,0,0,0,2026-04-10
BachattLSIP Investment,discovered,0,0,0,2026-04-10
Beyond Odds TechnologiesLSIP Investment,discovered,0,0,0,2026-04-10
BhanzuLSIP Investment,discovered,0,0,0,2026-04-10
CasapFounded2023BackedSince2024StatusPrivate,discovered,0,0,0,2026-04-10
CentricityLSIP Investment,discovered,0,0,0,2026-04-10
CertikStatusPrivate,discovered,0,0,0,2026-04-10
CommandKLSIP Investment,discovered,0,0,0,2026-04-10
CrowdampStatusPrivate,discovered,0,0,0,2026-04-10
CueInFounded2022StageInvestedSeedStatusPrivate,discovered,0,0,0,2026-04-10
CyeraFounded2020StatusPrivate,discovered,0,0,0,2026-04-10
DarwinboxLSIP Investment,discovered,0,0,0,2026-04-10
Data SutramStatusPrivate,discovered,0,0,0,2026-04-10
DatabricksFounded2013BackedSince2024StatusPrivate,discovered,0,0,0,2026-04-10
DpandaLSIP Investment,discovered,0,0,0,2026-04-10
DukaanFounded2020BackedSince2020StatusPrivate,discovered,0,0,0,2026-04-10
EmversityLSIP Investment,discovered,0,0,0,2026-04-10
Exponent EnergyLSIP Investment,discovered,0,0,0,2026-04-10
FourthwallFounded2019BackedSince2021StatusPrivate,discovered,0,0,0,2026-04-10
FoxyLSIP Investment,discovered,0,0,0,2026-04-10
Freight TigerLSIP Investment,discovered,0,0,0,2026-04-10
GlobalBeesLSIP Investment,discovered,0,0,0,2026-04-10
GlobalfairLSIP Investment,discovered,0,0,0,2026-04-10
Growth NetworksStatusPrivate,discovered,0,0,0,2026-04-10
GushworkLSIP Investment,discovered,0,0,0,2026-04-10
HealthplixLSIP Investment,discovered,0,0,0,2026-04-10
HerbeastStatusPrivate,discovered,0,0,0,2026-04-10
HomaryStatusPrivate,discovered,0,0,0,2026-04-10
House of XLSIP Investment,discovered,0,0,0,2026-04-10
InnovaccerLSIP Investment,discovered,0,0,0,2026-04-10
Kalam LabsLSIP Investment,discovered,0,0,0,2026-04-10
KeychainFounded2023BackedSince2024StatusPrivate,discovered,0,0,0,2026-04-10
KongregateStatusAcquired,discovered,0,0,0,2026-04-10
LightSourceStageInvestedSeries AStatusPrivate,discovered,0,0,0,2026-04-10
LioLSIP Investment,discovered,0,0,0,2026-04-10
LogicFlo AILSIP Investment,discovered,0,0,0,2026-04-10
Lost LakeStatusPrivate,discovered,0,0,0,2026-04-10
Manex AIBackedSince2025StatusPrivate,discovered,0,0,0,2026-04-10
Marqo AILSIP Investment,discovered,0,0,0,2026-04-10
MasergyStatusPrivate,discovered,0,0,0,2026-04-10
MasonLSIP Investment,discovered,0,0,0,2026-04-10
MendStatusPrivate,discovered,0,0,0,2026-04-10
MetaSolv SoftwareStatusPrivate,discovered,0,0,0,2026-04-10
Millennial FoxStatusPrivate,discovered,0,0,0,2026-04-10
Mitti LabsLSIP Investment,discovered,0,0,0,2026-04-10
MstackLSIP Investment,discovered,0,0,0,2026-04-10
Nas CompanyLSIP Investment,discovered,0,0,0,2026-04-10
Neoflo.aiLSIP Investment,discovered,0,0,0,2026-04-10
NeuralinkBackedSince2025StatusPrivate,discovered,0,0,0,2026-04-10
NexprtLSIP Investment,discovered,0,0,0,2026-04-10
Nextbillion AILSIP Investment,discovered,0,0,0,2026-04-10
NYMStatusPrivate,discovered,0,0,0,2026-04-10
OlemaFounded2006BackedSince2023StatusPrivate,discovered,0,0,0,2026-04-10
OolkaLSIP Investment,discovered,0,0,0,2026-04-10
p0LSIP Investment,discovered,0,0,0,2026-04-10
PebbleStatusPrivate,discovered,0,0,0,2026-04-10
Pepper ContentLSIP Investment,discovered,0,0,0,2026-04-10
PixxelLSIP Investment,discovered,0,0,0,2026-04-10
PolygonFounded2017StatusPrivate,discovered,0,0,0,2026-04-10
PortkeyLSIP Investment,discovered,0,0,0,2026-04-10
Priority VendorLSIP Investment,discovered,0,0,0,2026-04-10
Project DiscoveryLSIP Investment,discovered,0,0,0,2026-04-10
Property ShareLSIP Investment,discovered,0,0,0,2026-04-10
PSS SystemsStatusPrivate,discovered,0,0,0,2026-04-10
Qure AILSIP Investment,discovered,0,0,0,2026-04-10
Radiant SecurityFounded2021StatusPrivate,discovered,0,0,0,2026-04-10
RattleLSIP Investment,discovered,0,0,0,2026-04-10
RecordGramStatusPrivate,discovered,0,0,0,2026-04-10
RedotPayLSIP Investment,discovered,0,0,0,2026-04-10
RephraseLSIP Investment,discovered,0,0,0,2026-04-10
RevvFounded2018BackedSince2018StatusPrivate,discovered,0,0,0,2026-04-10
RipplingFounded2016BackedSince2023StatusPrivate,discovered,0,0,0,2026-04-10
ScrutLSIP Investment,discovered,0,0,0,2026-04-10
SeekhoLSIP Investment,discovered,0,0,0,2026-04-10
Seventh SparkStatusAcquired,discovered,0,0,0,2026-04-10
Shivalik Small Finance BankLSIP Investment,discovered,0,0,0,2026-04-10
SlikkLSIP Investment,discovered,0,0,0,2026-04-10
SnabbitLSIP Investment,discovered,0,0,0,2026-04-10
SolanaLSIP Investment,discovered,0,0,0,2026-04-10
SolarSquareLSIP Investment,discovered,0,0,0,2026-04-10
Stable MoneyLSIP Investment,discovered,0,0,0,2026-04-10
Star AnalyticsStatusPrivate,discovered,0,0,0,2026-04-10
StyleSeatStatusPrivate,discovered,0,0,0,2026-04-10
SumosaveLSIP Investment,discovered,0,0,0,2026-04-10
SupabaseLSIP Investment,discovered,0,0,0,2026-04-10
TanaStatusPrivate,discovered,0,0,0,2026-04-10
TeachmintLSIP Investment,discovered,0,0,0,2026-04-10
TennrFounded2019StageInvestedSeries BStatusPrivate,discovered,0,0,0,2026-04-10
The House of LR&CStatusPrivate,discovered,0,0,0,2026-04-10
TheFindStatusPrivate,discovered,0,0,0,2026-04-10
ThenaLSIP Investment,discovered,0,0,0,2026-04-10
Toast StudiosLSIP Investment,discovered,0,0,0,2026-04-10
TriomicsLSIP Investment,discovered,0,0,0,2026-04-10
United DwellingStatusPrivate,discovered,0,0,0,2026-04-10
UnstractLSIP Investment,discovered,0,0,0,2026-04-10
VarageSaleStatusAcquired,discovered,0,0,0,2026-04-10
VegrowLSIP Investment,discovered,0,0,0,2026-04-10
VolleyFounded2016BackedSince2018StatusPrivate,discovered,0,0,0,2026-04-10
WavesetStatusPrivate,discovered,0,0,0,2026-04-10
WhizzoLSIP Investment,discovered,0,0,0,2026-04-10
XflowLSIP Investment,discovered,0,0,0,2026-04-10
ZipstackLSIP Investment,discovered,0,0,0,2026-04-10
ZluriLSIP Investment,discovered,0,0,0,2026-04-10
