company_name,activity_type,role_count,post_count,priority_score,last_updated
Information Technology Engineering Corporation,hiring_only,7,0,2,2026-04-17
The Arena,hiring_only,5,0,2,2026-04-17
Crypto,hiring_only,1,0,2,2026-04-17
Hiring Companies,hiring_only,1,0,2,2026-04-17
Check Point,talking_only,0,7,1,2026-04-17
CrowdStrike,talking_only,0,5,1,2026-04-17
Cisco Security,talking_only,0,3,1,2026-04-17
Palo Alto Networks,talking_only,0,1,1,2026-04-17
Podcasts,discovered,0,0,0,2026-04-17
DoorDashDoorDash is an on-demand delivery service.,discovered,0,0,0,2026-04-17
AI,discovered,0,0,0,2026-04-17
American Dynamism,discovered,0,0,0,2026-04-17
Consumer,discovered,0,0,0,2026-04-17
Cultural Leadership Fund,discovered,0,0,0,2026-04-17
Enterprise,discovered,0,0,0,2026-04-17
Fintech,discovered,0,0,0,2026-04-17
Growth,discovered,0,0,0,2026-04-17
Infrastructure,discovered,0,0,0,2026-04-17
Perennial,discovered,0,0,0,2026-04-17
Speedrun,discovered,0,0,0,2026-04-17
Investing in Ulysses,discovered,0,0,0,2026-04-17
Investing in Hilbert,discovered,0,0,0,2026-04-17
Frontier Systems for the Physical World,discovered,0,0,0,2026-04-17
Podcast Network,discovered,0,0,0,2026-04-17
Books,discovered,0,0,0,2026-04-17
a16z Build,discovered,0,0,0,2026-04-17
College Talent,discovered,0,0,0,2026-04-17
Offices,discovered,0,0,0,2026-04-17
Strategic Partnerships,discovered,0,0,0,2026-04-17
Youtube-alt,discovered,0,0,0,2026-04-17
Substack,discovered,0,0,0,2026-04-17
Portfolio Jobs Board,discovered,0,0,0,2026-04-17
Terms of Use,discovered,0,0,0,2026-04-17
Privacy Policy,discovered,0,0,0,2026-04-17
Disclosures,discovered,0,0,0,2026-04-17
Sitemap,discovered,0,0,0,2026-04-17
Load More,discovered,0,0,0,2026-04-17
Filters0,discovered,0,0,0,2026-04-17
Reset,discovered,0,0,0,2026-04-17
Entrepreneurial Resources,discovered,0,0,0,2026-04-17
Search,discovered,0,0,0,2026-04-17
Consumer & Retail,discovered,0,0,0,2026-04-17
Frontier,discovered,0,0,0,2026-04-17
Sustainability,discovered,0,0,0,2026-04-17
Digital Health,discovered,0,0,0,2026-04-17
MedTech & Diagnostics,discovered,0,0,0,2026-04-17
Therapeutics,discovered,0,0,0,2026-04-17
Select Exits,discovered,0,0,0,2026-04-17
View More,discovered,0,0,0,2026-04-17
AI benefiting humanity,discovered,0,0,0,2026-04-17
Transforming the way we eat,discovered,0,0,0,2026-04-17
Fueling human potential through optimal sleep,discovered,0,0,0,2026-04-17
One-stop shop for wholesale,discovered,0,0,0,2026-04-17
One dedicated handyman for your home,discovered,0,0,0,2026-04-17
Hyper-personalized stories powered by AI,discovered,0,0,0,2026-04-17
Sell a home in minutes,discovered,0,0,0,2026-04-17
Rebuilding higher ed for the AI era,discovered,0,0,0,2026-04-17
Watch live sports with friends,discovered,0,0,0,2026-04-17
Personalized automated oral health system,discovered,0,0,0,2026-04-17
AI gamemaker,discovered,0,0,0,2026-04-17
Clinical grade headband to improve sleep,discovered,0,0,0,2026-04-17
Largest music game on Roblox,discovered,0,0,0,2026-04-17
Proteomics for precision organ health,discovered,0,0,0,2026-04-17
Building a native AI foundational model for Japan,discovered,0,0,0,2026-04-17
Empowering a billion software developers,discovered,0,0,0,2026-04-17
Serverless Postgres,discovered,0,0,0,2026-04-17
AI applications for the Fortune 500,discovered,0,0,0,2026-04-17
AI-native FP&A software & data management,discovered,0,0,0,2026-04-17
AI accountant,discovered,0,0,0,2026-04-17
AI-native ERP,discovered,0,0,0,2026-04-17
Legal AI contract review & drafting,discovered,0,0,0,2026-04-17
AI-native digital identity protection,discovered,0,0,0,2026-04-17
Real-time data warehouse and open-source database,discovered,0,0,0,2026-04-17
Adapting the web for AIs,discovered,0,0,0,2026-04-17
Chip design reimagined with AI,discovered,0,0,0,2026-04-17
Automated analog layout,discovered,0,0,0,2026-04-17
Copilot for architects and interior designers,discovered,0,0,0,2026-04-17
Building the full-stack for Generative AI in India,discovered,0,0,0,2026-04-17
AI assistant to transcribe and summarize meetings,discovered,0,0,0,2026-04-17
Staying on top of cyber threats,discovered,0,0,0,2026-04-17
Self-service analytics for the modern data stack,discovered,0,0,0,2026-04-17
Simplified business communications,discovered,0,0,0,2026-04-17
Antivirus software to prevent rather than detect,discovered,0,0,0,2026-04-17
Enabling businesses to participate in the economy,discovered,0,0,0,2026-04-17
Financial infrastructure for the Internet,discovered,0,0,0,2026-04-17
Credit card using your home equity for lower rates,discovered,0,0,0,2026-04-17
