company_name,activity_type,role_count,post_count,priority_score,last_updated
T-Rex Solutions LLC,hiring_only,7,0,2,2026-05-08
Sierra Nevada Corporation,hiring_only,5,0,2,2026-05-08
Crypto,hiring_only,1,0,2,2026-05-08
Hiring Companies,hiring_only,1,0,2,2026-05-08
Check Point,talking_only,0,7,1,2026-05-08
CrowdStrike,talking_only,0,5,1,2026-05-08
Cisco Security,talking_only,0,4,1,2026-05-08
Palo Alto Networks,talking_only,0,3,1,2026-05-08
Podcasts,discovered,0,0,0,2026-05-08
DoorDashDoorDash is an on-demand delivery service.,discovered,0,0,0,2026-05-08
AI,discovered,0,0,0,2026-05-08
American Dynamism,discovered,0,0,0,2026-05-08
Consumer,discovered,0,0,0,2026-05-08
Cultural Leadership Fund,discovered,0,0,0,2026-05-08
Enterprise,discovered,0,0,0,2026-05-08
Fintech,discovered,0,0,0,2026-05-08
Growth,discovered,0,0,0,2026-05-08
Infrastructure,discovered,0,0,0,2026-05-08
Perennial,discovered,0,0,0,2026-05-08
Speedrun,discovered,0,0,0,2026-05-08
Investing in Ethos,discovered,0,0,0,2026-05-08
Investing in Tessera Labs,discovered,0,0,0,2026-05-08
Podcast Network,discovered,0,0,0,2026-05-08
Books,discovered,0,0,0,2026-05-08
a16z Build,discovered,0,0,0,2026-05-08
College Talent,discovered,0,0,0,2026-05-08
Offices,discovered,0,0,0,2026-05-08
Strategic Partnerships,discovered,0,0,0,2026-05-08
Youtube-alt,discovered,0,0,0,2026-05-08
Substack,discovered,0,0,0,2026-05-08
Portfolio Jobs Board,discovered,0,0,0,2026-05-08
Terms of Use,discovered,0,0,0,2026-05-08
Privacy Policy,discovered,0,0,0,2026-05-08
Disclosures,discovered,0,0,0,2026-05-08
Sitemap,discovered,0,0,0,2026-05-08
Load More,discovered,0,0,0,2026-05-08
Filters0,discovered,0,0,0,2026-05-08
Reset,discovered,0,0,0,2026-05-08
Entrepreneurial Resources,discovered,0,0,0,2026-05-08
Search,discovered,0,0,0,2026-05-08
Consumer & Retail,discovered,0,0,0,2026-05-08
Frontier,discovered,0,0,0,2026-05-08
Sustainability,discovered,0,0,0,2026-05-08
Digital Health,discovered,0,0,0,2026-05-08
MedTech & Diagnostics,discovered,0,0,0,2026-05-08
Therapeutics,discovered,0,0,0,2026-05-08
Select Exits,discovered,0,0,0,2026-05-08
View More,discovered,0,0,0,2026-05-08
AI benefiting humanity,discovered,0,0,0,2026-05-08
Transforming the way we eat,discovered,0,0,0,2026-05-08
Fueling human potential through optimal sleep,discovered,0,0,0,2026-05-08
One-stop shop for wholesale,discovered,0,0,0,2026-05-08
One dedicated handyman for your home,discovered,0,0,0,2026-05-08
Hyper-personalized stories powered by AI,discovered,0,0,0,2026-05-08
Sell a home in minutes,discovered,0,0,0,2026-05-08
Rebuilding higher ed for the AI era,discovered,0,0,0,2026-05-08
Watch live sports with friends,discovered,0,0,0,2026-05-08
Personalized automated oral health system,discovered,0,0,0,2026-05-08
AI gamemaker,discovered,0,0,0,2026-05-08
Clinical grade headband to improve sleep,discovered,0,0,0,2026-05-08
Largest music game on Roblox,discovered,0,0,0,2026-05-08
Proteomics for precision organ health,discovered,0,0,0,2026-05-08
Building a native AI foundational model for Japan,discovered,0,0,0,2026-05-08
Empowering a billion software developers,discovered,0,0,0,2026-05-08
Serverless Postgres,discovered,0,0,0,2026-05-08
AI applications for the Fortune 500,discovered,0,0,0,2026-05-08
AI-native FP&A software & data management,discovered,0,0,0,2026-05-08
AI accountant,discovered,0,0,0,2026-05-08
AI-native ERP,discovered,0,0,0,2026-05-08
Legal AI contract review & drafting,discovered,0,0,0,2026-05-08
AI-native digital identity protection,discovered,0,0,0,2026-05-08
Real-time data warehouse and open-source database,discovered,0,0,0,2026-05-08
Adapting the web for AIs,discovered,0,0,0,2026-05-08
Chip design reimagined with AI,discovered,0,0,0,2026-05-08
Automated analog layout,discovered,0,0,0,2026-05-08
Copilot for architects and interior designers,discovered,0,0,0,2026-05-08
Building the full-stack for Generative AI in India,discovered,0,0,0,2026-05-08
AI assistant to transcribe and summarize meetings,discovered,0,0,0,2026-05-08
Staying on top of cyber threats,discovered,0,0,0,2026-05-08
Self-service analytics for the modern data stack,discovered,0,0,0,2026-05-08
Simplified business communications,discovered,0,0,0,2026-05-08
Antivirus software to prevent rather than detect,discovered,0,0,0,2026-05-08
