publisher,title,author,url,published_at,source
Palo Alto Networks,Introducing Unit 42 Managed XSIAM 2.0,Sharon Maydar,https://www.paloaltonetworks.com/blog/2026/02/introducing-unit-42-managed-xsiam-2-0/,"Tue, 17 Feb 2026 11:01:04 +0000",RSS Feed
Palo Alto Networks,2026 Unit 42 Global Incident Response Report — Attacks Now 4x Faster,Sam Rubin,https://www.paloaltonetworks.com/blog/2026/02/unit-42-global-ir-report/,"Tue, 17 Feb 2026 11:00:24 +0000",RSS Feed
Palo Alto Networks,When Security Becomes an Afterthought,Dena De Angelo,https://www.paloaltonetworks.com/blog/2026/02/when-security-becomes-an-afterthought/,"Thu, 12 Feb 2026 13:00:38 +0000",RSS Feed
Cisco Security,"Flexible, Modernized Threat Protection in Cisco Secure Firewall 10.0","Ron Scott-Adams,",https://blogs.cisco.com/security/threat-protection-cisco-secure-firewall-10-0-2/,"Fri, 13 Mar 2026 12:00:00 +0000",RSS Feed
Cisco Security,Cisco Catalyst SD-WAN with Integrated NGFW Certified by Orange Business to Deliver Complete Branch Security,"Hugo Vliegen,",https://blogs.cisco.com/security/cisco-catalyst-sd-wan-with-integrated-ngfw-certified-by-orange-business-to-deliver-complete-branch-security/,"Thu, 12 Mar 2026 12:00:00 +0000",RSS Feed
Cisco Security,Social media impersonation: The brand threat DMARC can’t see,"Gabrielle Bridgers,",https://blogs.cisco.com/security/social-media-impersonation-the-brand-threat-dmarc-cant-see/,"Tue, 10 Mar 2026 19:17:04 +0000",RSS Feed
CrowdStrike,CrowdStrike Innovates to Modernize National Security and Protect Critical Systems,Karan Sondhi,https://www.crowdstrike.com/en-us/blog/crowdstrike-innovates-to-modernize-national-security-and-protect-critical-systems/,"Mar 18, 2026 00:00:00-0500",RSS Feed
CrowdStrike,4 Ways Businesses Use CrowdStrike Charlotte AI to Transform Security Operations,Scott Wotring,https://www.crowdstrike.com/en-us/blog/four-ways-businesses-use-charlotte-ai-to-transform-security-operations/,"Mar 12, 2026 00:00:00-0500",RSS Feed
CrowdStrike,CrowdStrike FalconID Brings Phishing-Resistant MFA to Falcon Next-Gen Identity Security,Ryan Terry,https://www.crowdstrike.com/en-us/blog/crowdstrike-falcon-id-brings-phishing-resistant-mfa-to-falcon-next-gen-identity-security/,"Feb 26, 2026 00:00:00-0600",RSS Feed
Check Point,The Agentic Era Arrives: How AI Is Transforming the Cyber Threat Landscape,rohann@checkpoint.com,https://blog.checkpoint.com/research/the-agentic-era-arrives-how-ai-is-transforming-the-cyber-threat-landscape/,"Thu, 19 Mar 2026 12:00:14 +0000",RSS Feed
Check Point,Augmented Phishing: Social Engineering in the Age of AI,rohann@checkpoint.com,https://blog.checkpoint.com/services/augmented-phishing-social-engineering-in-the-age-of-ai/,"Wed, 11 Mar 2026 12:00:46 +0000",RSS Feed
Check Point,Global Cyber Attacks Remain Near Record Highs in February 2026 Despite Ransomware Decline,rohann@checkpoint.com,https://blog.checkpoint.com/research/global-cyber-attacks-remain-near-record-highs-in-february-2026-despite-ransomware-decline/,"Tue, 10 Mar 2026 12:00:23 +0000",RSS Feed
Check Point,Introducing CPR Act: A Unified Approach for a Full‑Lifecycle Security,rohann@checkpoint.com,https://blog.checkpoint.com/infinity-global-services/introducing-cpr-act-a-unified-approach-for-a-fulllifecycle-security/,"Thu, 05 Mar 2026 12:00:40 +0000",RSS Feed
Check Point,The Whitelist Illusion – When Your Trusted List Becomes a Billion Dollar Attack Path,rohann@checkpoint.com,https://blog.checkpoint.com/crypto/the-whitelist-illusion-when-your-trusted-list-becomes-a-billion-dollar-attack-path/,"Wed, 04 Mar 2026 12:00:30 +0000",RSS Feed
