publisher,title,author,url,published_at,source
Palo Alto Networks,Introducing Unit 42 Managed XSIAM 2.0,Sharon Maydar,https://www.paloaltonetworks.com/blog/2026/02/introducing-unit-42-managed-xsiam-2-0/,"Tue, 17 Feb 2026 11:01:04 +0000",RSS Feed
Palo Alto Networks,2026 Unit 42 Global Incident Response Report — Attacks Now 4x Faster,Sam Rubin,https://www.paloaltonetworks.com/blog/2026/02/unit-42-global-ir-report/,"Tue, 17 Feb 2026 11:00:24 +0000",RSS Feed
Cisco Security,The Agent Trust gap:  What Our Research Reveals About Agentic AI Security,"Ted Kietzman,",https://blogs.cisco.com/security/the-agent-trust-gap-what-our-research-reveals-about-agentic-ai-security/,"Mon, 23 Mar 2026 12:00:00 +0000",RSS Feed
Cisco Security,"Flexible, Modernized Threat Protection in Cisco Secure Firewall 10.0","Ron Scott-Adams,",https://blogs.cisco.com/security/threat-protection-cisco-secure-firewall-10-0-2/,"Fri, 13 Mar 2026 12:00:00 +0000",RSS Feed
Cisco Security,Cisco Catalyst SD-WAN with Integrated NGFW Certified by Orange Business to Deliver Complete Branch Security,"Hugo Vliegen,",https://blogs.cisco.com/security/cisco-catalyst-sd-wan-with-integrated-ngfw-certified-by-orange-business-to-deliver-complete-branch-security/,"Thu, 12 Mar 2026 12:00:00 +0000",RSS Feed
CrowdStrike,How Charlotte AI AgentWorks Fuels Security's Agentic Ecosystem,Lucia Stanham,https://www.crowdstrike.com/en-us/blog/how-charlotte-ai-agentworks-fuels-securitys-agentic-ecosystem/,"Mar 25, 2026 00:00:00-0500",RSS Feed
CrowdStrike,Falcon Data Security Secures Data Wherever It Lives and Moves,Luke Hunsinger,https://www.crowdstrike.com/en-us/blog/falcon-data-security-secures-data-wherever-it-lives-and-moves/,"Mar 24, 2026 00:00:00-0500",RSS Feed
CrowdStrike,CrowdStrike Flex for Services Expands Access to Elite Security Expertise,JJ Cranford,https://www.crowdstrike.com/en-us/blog/crowdstrike-extends-the-falcon-flex-model-to-services/,"Mar 24, 2026 00:00:00-0500",RSS Feed
CrowdStrike,"New CrowdStrike Innovations Secure AI Agents and Govern Shadow AI Across Endpoints, SaaS, and Cloud",John Gamble,https://www.crowdstrike.com/en-us/blog/new-crowdstrike-innovations-secure-ai-agents-govern-shadow-ai/,"Mar 23, 2026 00:00:00-0500",RSS Feed
CrowdStrike,Tycoon2FA Phishing-as-a-Service Platform Persists Following Takedown,Falcon Complete Team - Counter Adversary Operations,https://www.crowdstrike.com/en-us/blog/tycoon2fa-phishing-as-a-service-platform-persists-following-takedown/,"Mar 20, 2026 00:00:00-0500",RSS Feed
Check Point,North America’s Cyber Security Threat Reality in 2026,rohann@checkpoint.com,https://blog.checkpoint.com/research/north-americas-cyber-security-threat-reality-in-2026/,"Wed, 25 Mar 2026 12:00:55 +0000",RSS Feed
Check Point,The Agentic Era Arrives: How AI Is Transforming the Cyber Threat Landscape,rohann@checkpoint.com,https://blog.checkpoint.com/research/the-agentic-era-arrives-how-ai-is-transforming-the-cyber-threat-landscape/,"Thu, 19 Mar 2026 12:00:14 +0000",RSS Feed
Check Point,Augmented Phishing: Social Engineering in the Age of AI,rohann@checkpoint.com,https://blog.checkpoint.com/services/augmented-phishing-social-engineering-in-the-age-of-ai/,"Wed, 11 Mar 2026 12:00:46 +0000",RSS Feed
Check Point,Global Cyber Attacks Remain Near Record Highs in February 2026 Despite Ransomware Decline,rohann@checkpoint.com,https://blog.checkpoint.com/research/global-cyber-attacks-remain-near-record-highs-in-february-2026-despite-ransomware-decline/,"Tue, 10 Mar 2026 12:00:23 +0000",RSS Feed
Check Point,Introducing CPR Act: A Unified Approach for a Full‑Lifecycle Security,rohann@checkpoint.com,https://blog.checkpoint.com/infinity-global-services/introducing-cpr-act-a-unified-approach-for-a-fulllifecycle-security/,"Thu, 05 Mar 2026 12:00:40 +0000",RSS Feed
