company_name,activity_type,role_count,post_count,priority_score,last_updated
Key Logic,hiring_only,12,0,2,2026-04-24
Crypto,hiring_only,1,0,2,2026-04-24
Hiring Companies,hiring_only,1,0,2,2026-04-24
ion,hiring_only,1,0,2,2026-04-24
Check Point,talking_only,0,7,1,2026-04-24
CrowdStrike,talking_only,0,5,1,2026-04-24
Cisco Security,talking_only,0,3,1,2026-04-24
Palo Alto Networks,talking_only,0,2,1,2026-04-24
Podcasts,discovered,0,0,0,2026-04-24
DoorDashDoorDash is an on-demand delivery service.,discovered,0,0,0,2026-04-24
AI,discovered,0,0,0,2026-04-24
American Dynamism,discovered,0,0,0,2026-04-24
Consumer,discovered,0,0,0,2026-04-24
Cultural Leadership Fund,discovered,0,0,0,2026-04-24
Enterprise,discovered,0,0,0,2026-04-24
Fintech,discovered,0,0,0,2026-04-24
Growth,discovered,0,0,0,2026-04-24
Infrastructure,discovered,0,0,0,2026-04-24
Perennial,discovered,0,0,0,2026-04-24
Speedrun,discovered,0,0,0,2026-04-24
Investing in Glif,discovered,0,0,0,2026-04-24
DoW Contracting for Startups 101,discovered,0,0,0,2026-04-24
Investing in Petual,discovered,0,0,0,2026-04-24
Why We Need Continual Learning,discovered,0,0,0,2026-04-24
Podcast Network,discovered,0,0,0,2026-04-24
Books,discovered,0,0,0,2026-04-24
a16z Build,discovered,0,0,0,2026-04-24
College Talent,discovered,0,0,0,2026-04-24
Offices,discovered,0,0,0,2026-04-24
Strategic Partnerships,discovered,0,0,0,2026-04-24
Youtube-alt,discovered,0,0,0,2026-04-24
Substack,discovered,0,0,0,2026-04-24
Portfolio Jobs Board,discovered,0,0,0,2026-04-24
Terms of Use,discovered,0,0,0,2026-04-24
Privacy Policy,discovered,0,0,0,2026-04-24
Disclosures,discovered,0,0,0,2026-04-24
Sitemap,discovered,0,0,0,2026-04-24
Load More,discovered,0,0,0,2026-04-24
Filters0,discovered,0,0,0,2026-04-24
Reset,discovered,0,0,0,2026-04-24
Entrepreneurial Resources,discovered,0,0,0,2026-04-24
Search,discovered,0,0,0,2026-04-24
Consumer & Retail,discovered,0,0,0,2026-04-24
Frontier,discovered,0,0,0,2026-04-24
Sustainability,discovered,0,0,0,2026-04-24
Digital Health,discovered,0,0,0,2026-04-24
MedTech & Diagnostics,discovered,0,0,0,2026-04-24
Therapeutics,discovered,0,0,0,2026-04-24
Select Exits,discovered,0,0,0,2026-04-24
View More,discovered,0,0,0,2026-04-24
AI benefiting humanity,discovered,0,0,0,2026-04-24
Transforming the way we eat,discovered,0,0,0,2026-04-24
Fueling human potential through optimal sleep,discovered,0,0,0,2026-04-24
One-stop shop for wholesale,discovered,0,0,0,2026-04-24
One dedicated handyman for your home,discovered,0,0,0,2026-04-24
Hyper-personalized stories powered by AI,discovered,0,0,0,2026-04-24
Sell a home in minutes,discovered,0,0,0,2026-04-24
Rebuilding higher ed for the AI era,discovered,0,0,0,2026-04-24
Watch live sports with friends,discovered,0,0,0,2026-04-24
Personalized automated oral health system,discovered,0,0,0,2026-04-24
AI gamemaker,discovered,0,0,0,2026-04-24
Clinical grade headband to improve sleep,discovered,0,0,0,2026-04-24
Largest music game on Roblox,discovered,0,0,0,2026-04-24
Proteomics for precision organ health,discovered,0,0,0,2026-04-24
Building a native AI foundational model for Japan,discovered,0,0,0,2026-04-24
Empowering a billion software developers,discovered,0,0,0,2026-04-24
Serverless Postgres,discovered,0,0,0,2026-04-24
AI applications for the Fortune 500,discovered,0,0,0,2026-04-24
AI-native FP&A software & data management,discovered,0,0,0,2026-04-24
AI accountant,discovered,0,0,0,2026-04-24
AI-native ERP,discovered,0,0,0,2026-04-24
Legal AI contract review & drafting,discovered,0,0,0,2026-04-24
AI-native digital identity protection,discovered,0,0,0,2026-04-24
Real-time data warehouse and open-source database,discovered,0,0,0,2026-04-24
Adapting the web for AIs,discovered,0,0,0,2026-04-24
Chip design reimagined with AI,discovered,0,0,0,2026-04-24
Automated analog layout,discovered,0,0,0,2026-04-24
Copilot for architects and interior designers,discovered,0,0,0,2026-04-24
Building the full-stack for Generative AI in India,discovered,0,0,0,2026-04-24
AI assistant to transcribe and summarize meetings,discovered,0,0,0,2026-04-24
Staying on top of cyber threats,discovered,0,0,0,2026-04-24
Self-service analytics for the modern data stack,discovered,0,0,0,2026-04-24
Simplified business communications,discovered,0,0,0,2026-04-24
Antivirus software to prevent rather than detect,discovered,0,0,0,2026-04-24
Enabling businesses to participate in the economy,discovered,0,0,0,2026-04-24
Financial infrastructure for the Internet,discovered,0,0,0,2026-04-24
Credit card using your home equity for lower rates,discovered,0,0,0,2026-04-24
Pay over time without hidden fees,discovered,0,0,0,2026-04-24
Co-branded financial products,discovered,0,0,0,2026-04-24
Finance simplified,discovered,0,0,0,2026-04-24
Cyber insurance,discovered,0,0,0,2026-04-24
Real estate investing for everyone,discovered,0,0,0,2026-04-24
Improving access to affordable credit with AI,discovered,0,0,0,2026-04-24
Self-driving trucks,discovered,0,0,0,2026-04-24
Next-generation defense systems,discovered,0,0,0,2026-04-24
Universal manufacturing network,discovered,0,0,0,2026-04-24
Structured cognition in machines,discovered,0,0,0,2026-04-24
AI-powered weather balloons,discovered,0,0,0,2026-04-24
Building delivery bots,discovered,0,0,0,2026-04-24
Revolutionizing analog computing for AI,discovered,0,0,0,2026-04-24
Intelligent robotics for item handling,discovered,0,0,0,2026-04-24
Manufacturing in space,discovered,0,0,0,2026-04-24
High-resolution imaging satellites,discovered,0,0,0,2026-04-24
Limitless clean fusion energy,discovered,0,0,0,2026-04-24
High-capacity urban mass transit,discovered,0,0,0,2026-04-24
Forging the future of steel,discovered,0,0,0,2026-04-24
Fertilizer from air,discovered,0,0,0,2026-04-24
Extracting heat from superhot rocks,discovered,0,0,0,2026-04-24
Cell-free biomanufacturing platform,discovered,0,0,0,2026-04-24
Circular apparel,discovered,0,0,0,2026-04-24
Energy storage solution,discovered,0,0,0,2026-04-24
Direct air capture at scale,discovered,0,0,0,2026-04-24
Using perovskites for lower-cost solar,discovered,0,0,0,2026-04-24
Capturing Rubisco protein from green leaves,discovered,0,0,0,2026-04-24
Solid state lithium batteries,discovered,0,0,0,2026-04-24
Local power generation for a zero-carbon future,discovered,0,0,0,2026-04-24
Changing agriculture with intelligent machinery,discovered,0,0,0,2026-04-24
Transforming pollution into sustainable fuels,discovered,0,0,0,2026-04-24
Freeing the world from pain,discovered,0,0,0,2026-04-24
AI therapist,discovered,0,0,0,2026-04-24
AI for Clinical Conversations,discovered,0,0,0,2026-04-24
