company_name,activity_type,role_count,post_count,priority_score,last_updated
InisCore Technologies,hiring_only,7,0,2,2026-03-13
ATI Inc.,hiring_only,5,0,2,2026-03-13
Crypto,hiring_only,1,0,2,2026-03-13
Perennial,hiring_only,1,0,2,2026-03-13
Hiring Companies,hiring_only,1,0,2,2026-03-13
Check Point,talking_only,0,5,1,2026-03-13
Cisco Security,talking_only,0,4,1,2026-03-13
CrowdStrike,talking_only,0,4,1,2026-03-13
Palo Alto Networks,talking_only,0,3,1,2026-03-13
Podcasts,discovered,0,0,0,2026-03-13
DoorDashDoorDash is an on-demand delivery service.,discovered,0,0,0,2026-03-13
AI,discovered,0,0,0,2026-03-13
American Dynamism,discovered,0,0,0,2026-03-13
Consumer,discovered,0,0,0,2026-03-13
Cultural Leadership Fund,discovered,0,0,0,2026-03-13
Enterprise,discovered,0,0,0,2026-03-13
Fintech,discovered,0,0,0,2026-03-13
Growth,discovered,0,0,0,2026-03-13
Infrastructure,discovered,0,0,0,2026-03-13
Speedrun,discovered,0,0,0,2026-03-13
Investing in Mind Robotics,discovered,0,0,0,2026-03-13
Investing in Nexthop AI,discovered,0,0,0,2026-03-13
Your Data Agents Need Context,discovered,0,0,0,2026-03-13
Podcast Network,discovered,0,0,0,2026-03-13
Books,discovered,0,0,0,2026-03-13
a16z Build,discovered,0,0,0,2026-03-13
College Talent,discovered,0,0,0,2026-03-13
Offices,discovered,0,0,0,2026-03-13
Strategic Partnerships,discovered,0,0,0,2026-03-13
Youtube-alt,discovered,0,0,0,2026-03-13
Substack,discovered,0,0,0,2026-03-13
Portfolio Jobs Board,discovered,0,0,0,2026-03-13
Terms of Use,discovered,0,0,0,2026-03-13
Privacy Policy,discovered,0,0,0,2026-03-13
Disclosures,discovered,0,0,0,2026-03-13
Sitemap,discovered,0,0,0,2026-03-13
Load More,discovered,0,0,0,2026-03-13
Filters0,discovered,0,0,0,2026-03-13
Reset,discovered,0,0,0,2026-03-13
Entrepreneurial Resources,discovered,0,0,0,2026-03-13
Search,discovered,0,0,0,2026-03-13
Consumer & Retail,discovered,0,0,0,2026-03-13
Frontier,discovered,0,0,0,2026-03-13
Sustainability,discovered,0,0,0,2026-03-13
Digital Health,discovered,0,0,0,2026-03-13
MedTech & Diagnostics,discovered,0,0,0,2026-03-13
Therapeutics,discovered,0,0,0,2026-03-13
Select Exits,discovered,0,0,0,2026-03-13
View More,discovered,0,0,0,2026-03-13
AI benefiting humanity,discovered,0,0,0,2026-03-13
Transforming the way we eat,discovered,0,0,0,2026-03-13
Fueling human potential through optimal sleep,discovered,0,0,0,2026-03-13
One-stop shop for wholesale,discovered,0,0,0,2026-03-13
One dedicated handyman for your home,discovered,0,0,0,2026-03-13
Hyper-personalized stories powered by AI,discovered,0,0,0,2026-03-13
Sell a home in minutes,discovered,0,0,0,2026-03-13
Rebuilding higher ed for the AI era,discovered,0,0,0,2026-03-13
Watch live sports with friends,discovered,0,0,0,2026-03-13
Personalized automated oral health system,discovered,0,0,0,2026-03-13
AI gamemaker,discovered,0,0,0,2026-03-13
Clinical grade headband to improve sleep,discovered,0,0,0,2026-03-13
Largest music game on Roblox,discovered,0,0,0,2026-03-13
Proteomics for precision organ health,discovered,0,0,0,2026-03-13
Building a native AI foundational model for Japan,discovered,0,0,0,2026-03-13
Empowering a billion software developers,discovered,0,0,0,2026-03-13
Serverless Postgres,discovered,0,0,0,2026-03-13
AI applications for the Fortune 500,discovered,0,0,0,2026-03-13
AI-native FP&A software & data management,discovered,0,0,0,2026-03-13
AI accountant,discovered,0,0,0,2026-03-13
AI-native ERP,discovered,0,0,0,2026-03-13
Legal AI contract review & drafting,discovered,0,0,0,2026-03-13
AI-native digital identity protection,discovered,0,0,0,2026-03-13
Real-time data warehouse and open-source database,discovered,0,0,0,2026-03-13
Adapting the web for AIs,discovered,0,0,0,2026-03-13
Chip design reimagined with AI,discovered,0,0,0,2026-03-13
Automated analog layout,discovered,0,0,0,2026-03-13
Copilot for architects and interior designers,discovered,0,0,0,2026-03-13
Building the full-stack for Generative AI in India,discovered,0,0,0,2026-03-13
AI assistant to transcribe and summarize meetings,discovered,0,0,0,2026-03-13
Staying on top of cyber threats,discovered,0,0,0,2026-03-13
Self-service analytics for the modern data stack,discovered,0,0,0,2026-03-13
Simplified business communications,discovered,0,0,0,2026-03-13
Antivirus software to prevent rather than detect,discovered,0,0,0,2026-03-13
Enabling businesses to participate in the economy,discovered,0,0,0,2026-03-13
Financial infrastructure for the Internet,discovered,0,0,0,2026-03-13
Credit card using your home equity for lower rates,discovered,0,0,0,2026-03-13
Pay over time without hidden fees,discovered,0,0,0,2026-03-13
Co-branded financial products,discovered,0,0,0,2026-03-13
Finance simplified,discovered,0,0,0,2026-03-13
Cyber insurance,discovered,0,0,0,2026-03-13
Real estate investing for everyone,discovered,0,0,0,2026-03-13
Improving access to affordable credit with AI,discovered,0,0,0,2026-03-13
Self-driving trucks,discovered,0,0,0,2026-03-13
Next-generation defense systems,discovered,0,0,0,2026-03-13
Universal manufacturing network,discovered,0,0,0,2026-03-13
Structured cognition in machines,discovered,0,0,0,2026-03-13
AI-powered weather balloons,discovered,0,0,0,2026-03-13
Building delivery bots,discovered,0,0,0,2026-03-13
Revolutionizing analog computing for AI,discovered,0,0,0,2026-03-13
Intelligent robotics for item handling,discovered,0,0,0,2026-03-13
Manufacturing in space,discovered,0,0,0,2026-03-13
High-resolution imaging satellites,discovered,0,0,0,2026-03-13
Limitless clean fusion energy,discovered,0,0,0,2026-03-13
High-capacity urban mass transit,discovered,0,0,0,2026-03-13
Forging the future of steel,discovered,0,0,0,2026-03-13
Fertilizer from air,discovered,0,0,0,2026-03-13
Extracting heat from superhot rocks,discovered,0,0,0,2026-03-13
Cell-free biomanufacturing platform,discovered,0,0,0,2026-03-13
Circular apparel,discovered,0,0,0,2026-03-13
Energy storage solution,discovered,0,0,0,2026-03-13
Direct air capture at scale,discovered,0,0,0,2026-03-13
Using perovskites for lower-cost solar,discovered,0,0,0,2026-03-13
Capturing Rubisco protein from green leaves,discovered,0,0,0,2026-03-13
Solid state lithium batteries,discovered,0,0,0,2026-03-13
