company_name,title,location,source,url,posted_date
GoodRx,Production Security Engineer II,Various,Indeed,https://www.indeed.com/rc/clk?jk=587df8f26617373f&bb=MAtLrtAtrJcng6RwZ3xGOECqCee7tqki7m18Akaw_A8ZP3EpRXcccrtWSflyPbtClL6k81DlmNRB_b22_ztU1P_63OyHEvwqm5oTB0dUW5z73NL_BGugJt78WIVpg7EQGaE2WB0Z07WXsZfrGo7Rew%3D%3D&xkcb=SoBs67M3qz23VESVxJ0LbzkdCdPP&fccid=663350f2630dae21&vjs=3,2025-12-03
Hive,Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=d978e6cd9052843e&bb=MAtLrtAtrJcng6RwZ3xGONncJxSQ718_ficiBfpCbHo9rbVGVJJ22TogBzU8WldTLwZe2auUByvSmaF718zBDTQdVFS-91L6IWc7XhbKAoqw336fPeoTl5QspHVLrCnYBDY1mpPqoSYg4DdOxYGDrw%3D%3D&xkcb=SoDY67M3qz23VESVxJ0KbzkdCdPP&fccid=5261110462a433d3&vjs=3,2025-12-03
Hive,Security Role,Various,Lever,https://jobs.lever.co/hive/c5101a9b-965e-4f4b-9d03-4369db244e2a,2025-12-03
Meta,Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=8d504e6c2274ed2a&bb=MAtLrtAtrJcng6RwZ3xGONncJxSQ718_Nh06UPsoHn27cvRee5IJJHg62kzTqsQrf_-UYISSJXuy6wB2L13KVu8BNpyT8VqHeDus-m8DMr35l-0qleE8yHECTn9B7TvlX5sP6-CpONcisYPCYWCCoA%3D%3D&xkcb=SoBF67M3qz23VESVxJ0JbzkdCdPP&fccid=ba07516c418dda52&vjs=3,2025-12-03
OpenAI,"Software Engineer, Security Observability",Various,Indeed,https://www.indeed.com/rc/clk?jk=10a9ddd242c85cbf&bb=MAtLrtAtrJcng6RwZ3xGOHIyfOUKg2wumyAa_BXnf1wQZP4Rnm2qwLQagVC1NNPAj36wG4hz9iJpG2d313NbwOzYcf01-FR8MVygxd361qMvYIKsDXlro7fKQfGp24UjmeouR9Y6UG6kWdCvecNGFbmEB9U5uUIu&xkcb=SoDx67M3qz23VESVxJ0IbzkdCdPP&fccid=c037aeb6086309d9&vjs=3,2025-12-03
PayPal,Software Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=14a60b9fc0880f8e&bb=MAtLrtAtrJcng6RwZ3xGOK-xqDDPMkLAKNiIhbWRvhRYVWrQUR6Lyz9Q1zlpLmOZsDTcmw1zbynp1y5yaUeyhcXVBP703_mu7zeFqaxZ94tnHsqDSTlL57XUZHqANNHSAvr_GUP8ZSgjN8rqGgGtUQ%3D%3D&xkcb=SoB_67M3qz23VESVxJ0PbzkdCdPP&fccid=978d9fd9799d55a8&vjs=3,2025-12-03
Gallup,Senior Application Cybersecurity Engineer,Various,Indeed,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DQ6UeBurswhMmzg_0Uro9PIfT71DsQglHA5GFhKL2jSBKyFSdoI7OCC6T9ThODtc2sLsBqCVCbpBaV6b52rKDxPVnD7-chtwrrp6HjUPXJ8djHk_dhoaynLVcG1kWSZ25qckesE2sFIn2NVE-plh62-lOFqdL__B_5y5SMt5GtWgsaCQnEAI5WuJOmsXdQQoPON002zHWert4qoyvhEyW7RtfUxLopM_l2vBHZNtTy7e_KU_SRlKpcNDQZ4A8IRhdYTZ_kOEfw3gHPeO-tPA68s17gtBiPB_zolbJCjB5d6wTf-Hmj6R5Kh7Iqj0ynBcUVKNKF1TbQfz66h7vpTUJ_ZWFIiXOWRTCz9sPTd9KNErLGP-TOTdkDAiZE_X7hgfHKKVL1-ke_GJQwk78H38fPMbSshIrFfF0FgV4bIESkWhq7C9gdgI0lQ5Fl1JARAXBv8eKU1Ws0bdH0XY7nFbGP_u_V1T8bC4Qark7ijgNC24tqf5Ou5gg5Ee7IXfVK4DNUIcsFtdTKIXtbvey0tcwFsakbJ8BhHKjZtEy2Lu35le3NSQy2DRYoiW_zM_onDOsYEQ233gKbUEmeGLM53An67EM3ifCiQ2bLJ1U-UXEnu_tCReRWLTPLUq-wjciZsVc=&xkcb=SoA_6_M3qz23VESVxJ0ObzkdCdPP&camk=UoKtGZLa3XIrsxnNU8jgrA==&p=5&fvj=0&vjs=3,2025-12-03
Sendbird,Enterprise Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=077c9bdd18ae5f42&bb=MAtLrtAtrJcng6RwZ3xGOH2GyMVtZ2pCS_2cYozZ1yOjRAuEkmy1m_CchexaUr7ioVTKFcOzgmthGDaLKe97AbvKFy1gem9FNoaA6IbFYx7xwxiTrrF7Y3zwLALQOGKIWqSrdil_Bba_T0Y-oe0weQtCEwUDfovB&xkcb=SoBW67M3qz23VESVxJ0NbzkdCdPP&fccid=9ba9500ecf2596c5&vjs=3,2025-12-03
Airtable,Product Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=1efebf88c3b7d4dd&bb=MAtLrtAtrJcng6RwZ3xGOH-uhEJTeQCo3SswFyxVkVxf79N7oM_HfsYw4bV81wmkc56XT_eLgG-T1VfBuWXAYIINAmYGVBv6tPFl9MGaegPBXZC53F0lRSNCaPInejI9O18UgjR8ShH2vgIzqpBGiXVIX84dUO19&xkcb=SoDi67M3qz23VESVxJ0MbzkdCdPP&fccid=8e69c84ba187f262&vjs=3,2025-12-03
Anomali,"Graduate Software Engineer (Onsite Redwood City, CA)",Various,Indeed,https://www.indeed.com/rc/clk?jk=476e4a85921edd6e&bb=MAtLrtAtrJcng6RwZ3xGOCJDcG_LAm5sTzu5rAmvlqeRFl2AWSn46JxFi6Y3Ib9zQt1B2sToz-m3ml5yaSZJedru9QjdklP2i10mhM3mhp8GIcVqeWcV20J4Uuhup1WzmC6xXf1sVEx9WG4CZrHRQPujDTztt4O1&xkcb=SoAL67M3qz23VESVxJ0DbzkdCdPP&fccid=41e9eb8f8ed93774&vjs=3,2025-12-03
Rule4,Cybersecurity Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=4db6acbf0c92dd4e&bb=MAtLrtAtrJcng6RwZ3xGOMf20I-EV1plSNmQ7cNgDmqNo-Y2jUBLxKYyImaE9GD1zufOOwF0EaqbcYrmhYbMkZ_FAfNgS9llrq5RjO1NHFD5NyGeSubz02Tqu3_ybYkzNZHKQnSQoG6dVnpmcYfyd7GQs_VHF0CR&xkcb=SoC_67M3qz23VESVxJ0CbzkdCdPP&fccid=ce1785434d71833b&vjs=3,2025-12-03
Integra Connect,Lead Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=26d6d9f2be4267d7&bb=MAtLrtAtrJcng6RwZ3xGOBE8WLGNi6x6PojeFKKk7exBnCrN-AMlmF6e2TIXHuOzkVVZVvOwFKLSjvKpqWVVZkSxPqN5WmPC0tesTz_CW_M-Fz1CTbS8DKBumhfqrA8SeO9oIMHkAyfkVVS27TbWrrfQuQsH3qwG&xkcb=SoAi67M3qz23VESVxJ0BbzkdCdPP&fccid=9075136cad066570&cmp=Integra-Connect&ti=Lead+Security+Engineer&vjs=3,2025-12-03
Veracyte,Cybersecurity Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=5d9e26b82f8eb1bd&bb=MAtLrtAtrJcng6RwZ3xGONoYm48vIIEfkCRl32ODzQmmJb7osdNma9ZJLOJ5XVDq7HT6kgZQVAt19mVE3FEEjrH2ait3dSH8zU9rZY1w6TcAhh_jX8V9eYTqtaW_kLEsRuaGSQ2ZSsq9YzV27GorYQ%3D%3D&xkcb=SoCW67M3qz23VESVxJ0AbzkdCdPP&fccid=ef82ab85e15d8df3&vjs=3,2025-12-03
