company_name,title,location,source,url,posted_date
GoodRx,Production Security Engineer II,Various,Indeed,https://www.indeed.com/rc/clk?jk=587df8f26617373f&bb=NpYglBzwmRH_sGcFGQkQ404C8JSBQBTB1DOqT9O7pg3GgVMI10x6e-uGdLE3JKVcwh09rsKPU2hZgGx-PLArAPCoCsg-EJxooJDjI6cfTy3yvhiG1CTaziJ4h0PNM1NmhtvJPRQlLCfJ3zK9P-PdDw%3D%3D&xkcb=SoCH67M3q0LmAJRSwR0JbzkdCdPP&fccid=663350f2630dae21&vjs=3,2025-12-03
Hive,Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=d978e6cd9052843e&bb=NpYglBzwmRH_sGcFGQkQ42t07cuNheD11AHYhg7TCCLX0ttJ6gCX4wftoKaGsa7h1oGUMpxYgKILB7BgHDrA_lVphvwWfoGVVd5H5VDfSVD0tMXAtCpQeOM1mkvsfWbQLPgGsWTbdlnYlDWPq5aOyg%3D%3D&xkcb=SoAz67M3q0LmAJRSwR0IbzkdCdPP&fccid=5261110462a433d3&vjs=3,2025-12-03
Hive,Security Role,Various,Lever,https://jobs.lever.co/hive/c5101a9b-965e-4f4b-9d03-4369db244e2a,2025-12-03
Meta,Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=8d504e6c2274ed2a&bb=NpYglBzwmRH_sGcFGQkQ42t07cuNheD17Qwynn_LsMmkVgPe54M5QSyNZsW7lMV89EnFl-7p9Vo2XgS6RE6nb6kAGOoocPP_PrBUtKpobRmfHy38Yb7xOe9ODTFlbILSz3oEKkMtjMhLYPI02YiNVg%3D%3D&xkcb=SoC967M3q0LmAJRSwR0PbzkdCdPP&fccid=ba07516c418dda52&vjs=3,2025-12-03
OpenAI,"Software Engineer, Security Observability",Various,Indeed,https://www.indeed.com/rc/clk?jk=10a9ddd242c85cbf&bb=NpYglBzwmRH_sGcFGQkQ43vXVSq7juA-E5FG6fdWB_ssUBuhKgLQ3VShYEMRcjU4KYw-puTuXVA9nnxNXR5f9TfZgBZ5H0GG8zmC5A493Gw8Jg10OiJMQOJaY7CP4TkvXAoYG_DnZ1NkOHV65374SZm7AXp-JGXf&xkcb=SoAJ67M3q0LmAJRSwR0ObzkdCdPP&fccid=c037aeb6086309d9&vjs=3,2025-12-03
PayPal,Software Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=14a60b9fc0880f8e&bb=NpYglBzwmRH_sGcFGQkQ4_JL58GiNPR1sEjKUcbA4PBAEMqObDau-DgQ48I2ePrmMiKCUGuIIms0YCxV-G8BkBh7sgFWjsnPkwpfY59103oRXEdny4XTCsNX9CUbxs8T6ETDJSQ7RwON4ejH_Oql_A%3D%3D&xkcb=SoCU67M3q0LmAJRSwR0NbzkdCdPP&fccid=978d9fd9799d55a8&vjs=3,2025-12-03
Commscope,Lab Network Engineer,Various,Indeed,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AnzRkaKcv1Fhr9gpPEB3PTtU25lPR4qrSrIU5pTTjTMTpwP8HNmjMBCfgUhA-uUCGYAVWC6YT5vOEftqupJbO7skGQXYBENXDZ9MYqI_2LAv8GwahumbOuLk-LIiUG6gDMmdqPyt8i6XK9ylhyot8hGL5jk-eB_kl94o4VN8bs_g9Cq4JFUS55IaIiGVHTcJbaDs5OC08U-WczAQmfy-iLm3SUY_-bZxnCbPwbFFVqPbTDYANIUDGj1i7s9n9lJHl6b7Qcv_E5VC3Mpsc1NchtNSJ0p6MxS65gSp-74fR4TuSFDmwnf9v8Co4hGrcwlOBDYA1RJJl7Z9K3jlKE5eGs8RKNCoG7E1GFE8S5FqwmM5BkGjK20Fut0CTWlyLleE59D6j41FIZw3kgO2O48dOjhD5lfJRbkTGRkfkETI3ku-uPZLsiE5X34Rih62Khy0EUqnLkRlRPrRdu7YMOK-oU9T2b0-VSdAc0fPXIitTR3iTCbx3cDvXQNOF0KbVFBRbZXIc4P_UBvfqyBSEkzTgiU6qZsao6Wjwbaoc0SCcVgDBLquhL-_yZZP4DGIuyohQNfw24yCZCUlYFyQffUmI3duJJ-kQ1ttIkVFvV3o3LOT9nJeL-wW9xkrqW0T0ez2eEENLP80g8bZ5VyjNBSAhCl4BVFB_0_MwLRngyfUCcED8VTAuO5mdMVQzsvtZzwxBPYAYT1BL6af1SynmOWGVjCrmx0halZ8j_5ZpKVrxPVU_nnbINWWMxfQhO40XyNSvaDOf65L4G2lgewrEO4_8WMmgEzo5Q026-C1liO3PQjP-VEMGzbJ7wiDmylE4TLnQ9jC9QyHTlOqM4GNiD2UEu2whhHL_VLke8HwaEb6u4HK01yO24IMYO&xkcb=SoDU6_M3q0LmAJRSwR0MbzkdCdPP&camk=ethIe0s0hecCTQFfT5_9Og==&p=5&fvj=0&vjs=3,2025-12-03
Sendbird,Enterprise Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=077c9bdd18ae5f42&bb=NpYglBzwmRH_sGcFGQkQ48eZbvRdsyxU9SVlwyQ4w9kp3xZuBFBLJ5yHYPfQu8COn6STVfbkDI56xcFVoUmXINcck1QUSVIaYMb_3Y12wlUxQtpNhX0Wr5dZIXFOm_NXlxKr10-O-vbvWwOh3_srHgNNTKLl-Br3&xkcb=SoDJ67M3q0LmAJRSwR0DbzkdCdPP&fccid=9ba9500ecf2596c5&vjs=3,2025-12-03
Airtable,Product Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=1efebf88c3b7d4dd&bb=NpYglBzwmRH_sGcFGQkQ42Ks26N1JT37x2lh85JbqzeySMEZnXxF2OIcPdTWhd-15Our8KJKi4SMtB3OE05H2L2x9QzF1yfa4-rV5ywS48P4Mq462VB6fJcWMLRWffvkyhTrsh1eQdoTAHK4NXMPGlb01mT2XN2N&xkcb=SoB967M3q0LmAJRSwR0CbzkdCdPP&fccid=8e69c84ba187f262&vjs=3,2025-12-03
Anomali,"Graduate Software Engineer (Onsite Redwood City, CA)",Various,Indeed,https://www.indeed.com/rc/clk?jk=476e4a85921edd6e&bb=NpYglBzwmRH_sGcFGQkQ4wul1PQvft5IRPhT7nJFh9VOdC0jdKBacgjsvhnve7PFeJJv8IIQxO4-vMCA6S-iWFglWO9elsYKQD-vwiQkzAdxGSZZsZc_C4vwYlAUuROJ01aCt2uAp6btpRrWoBtHRYGPCXJXpeKc&xkcb=SoDg67M3q0LmAJRSwR0BbzkdCdPP&fccid=41e9eb8f8ed93774&vjs=3,2025-12-03
