company_name,title,location,source,url,posted_date
Hive,Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=d978e6cd9052843e&bb=QC8hBbrrOc8SEHifbtcHao-TvQ2MOpRT2NyDBIdSN1nzVetshVudwuaj5QZuvlVz9HTPEZxwy3L6zMoWxFNdKCeIIMH0TbsGtoqmBh0ZedwtMflb3yssUaQM0ZgN_z9Dvr-kYTYg30ZWNCyhFEHraQ%3D%3D&xkcb=SoDH67M3q0OvNTRSwR0LbzkdCdPP&fccid=5261110462a433d3&vjs=3,2025-12-03
Meta,Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=8d504e6c2274ed2a&bb=QC8hBbrrOc8SEHifbtcHao-TvQ2MOpRTsT4fXuGVh3hRQX03cRY8EBhLQ8TAB7h5KZ7ZKwTMo1s8NbUKRTa83zyaqiTwgBgn7jtjXp9f_sZZqIj3rfZwTZAu4oTdgpZeCr05Pf6wYi1TD3pzKkBEng%3D%3D&xkcb=SoBa67M3q0OvNTRSwR0IbzkdCdPP&fccid=ba07516c418dda52&vjs=3,2025-12-03
OpenAI,Enterprise Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=18dcb60d3d99ddb7&bb=QC8hBbrrOc8SEHifbtcHatyl9GjzzI8xmsdwJoLWibmHJxYZmgeoXA81RHfFWL4JOrlnZG6e04EK3v8QVQFs3SDJh_TjzvLNfyC29bjFsIkAmJI7Hys2PA7fAminmsC5fBHWZePd4PP2_mY-6nVMeCOfne_S06Nh&xkcb=SoDU67M3q0OvNTRSwR0PbzkdCdPP&fccid=c037aeb6086309d9&vjs=3,2025-12-03
PayPal,Software Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=14a60b9fc0880f8e&bb=QC8hBbrrOc8SEHifbtcHau1981bvH0PwEgSm8UR6yAKVB7Akd4ShrR1wECx9O64vtEIGhjpxbAoNhdXMrGMzehJKtIpE0DWyFa9rNqrTUDZ7B0VQgRzzpxkRscEpOtUgsL9kGjCyRjksbWPJWV37GQ%3D%3D&xkcb=SoBJ67M3q0OvNTRSwR0MbzkdCdPP&fccid=978d9fd9799d55a8&vjs=3,2025-12-03
Commscope,Lab Network Engineer,Various,Indeed,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AnzRkaKcv1Fhr9gpPEB3PTtU25lPR4qrSrIU5pTTjTMTpwP8HNmjMBCfgUhA-uUCGYAVWC6YT5vOEftqupJbO7skGQXYBENXDZ9MYqI_2LAv8GwahumbOuLk-LIiUG6gDMmdqPyt8i6XK9ylhyot8hGL5jk-eB_kl94o4VN8bs_p8RAk-cJ8Wca7F3ItRnJTGN3xi-pZqCK2W9bOp2laGEvt4aqhda9aOyXmhlJYMZpPaWDalAsRvQ7lcJLmBGYXQl4HdYsYkB2aS6FXD80m9lSE5E3K6U4J-cpQrXHKS3As6_25B9ddTo0fD8wrnQbXQ02uWRr2h_xRlNw2dVDf5bnnB0wqVg9hhtYOnckl7cRp716QRXFlAZrvTZZ2uPQkOvDW4X5u-7M-jWSnbXmHzASieGwB665vT-6udf9zlGVXEqEABlOA-2nuGw8O86_KUSOmyHTgx-1UmOaQMHDfD7lUBdnYprA-XHIqqcfn9bDdOtdZKZgyA1lldzgWz05FoLkQgFAzg9YVEdkHfboXShVDBhSeRRN21_tpBEQ1O0JbDm0ddlTrfslnQu2LD92s_XJwTdHPCtGVCgFh5JrrCF_V9-a941RKB4i6_89vrQHluc898i2l_kTapMBwlf_iPxAYd2mslW17jAlcnSnyXR9E6IxLOf3Ln2KsfWaTj506BFeQ4tXzPvtJYgHdUYVUhZ0xPFJRsgA46JyfbnZ0--8FS8Bz3xTRerYmg64kO1BNMOGtzyU5eDRnTqnTcL7xJnisLc7n0cxW_Tia9Xxnh0Lwk4l2uIK3O3DYg6LZ92Yjy62smvVBKI0FuZ9jkYLyIchXVFcT0jnwzqEp3fU2sembvGD5fTacmX2CsGP8JRcu75HMAOdZb5&xkcb=SoBU6_M3q0OvNTRSwR0DbzkdCdPP&camk=ethIe0s0hecCTQFfT5_9Og==&p=5&fvj=0&vjs=3,2025-12-03
An On-demand Autonomous Ride-hailing Company,SOC Engineer,Various,Indeed,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DSgjPPcnEdvoK3uuxfISLALE6pB1FR7YSHOr_tSg5_QE645GYFH_HVN5lykE6oZJRKLRaTLEBR0mZgIYW7tghSEtzPOEepMbP6aEqhdf7jMAl51tbcENaiRI41D5wrfMyV9PkozKi3lZbXkwEUZL6LMWLPsjMTaKQpHpnE-r87-VdtMQjY0TNPYzW2wWKD81o9GBp5HJpCXuOsnmD2yZEZkwuSnEk_dS6Ufwldhlqbxt4qXhdXMAhBf0Ajiqe-mh8wGcUVaUMZWd2yAeHoNwWTUzEfTVYSQWc86UpFaSAGMRVKd1Ui2mx8HMljCbVStazMZ4MVwrx7STJMtJXp-pU6yGuPBgKKyukc-cXZqWaCs2Uj5vRBvRZLSEfQYaIbuzi6hESL8aHuBqGnNFggOSCimBqwAPXJQfvOLNRpL54g8eL-P_-2-S-TZQviaZ0VTK_7062KPNSZtuLpX4n5C_Qxs3CC_vXp8XYQfyaNuwJFcRv2khD_yLKxYFhDqxyuSE3No5eBri9hhdHgODNutUn3DoOVowwh2DTqPj48CE20RjQnDppSse3zE_UHn0b8eBskWd80ubfyxRxCakWBJsALV6ayPBCpaDnb7Nt_GqwKR1Z2BNwwkx22w12PRuZIENX9JYKf8KDbuagN1_E6ROINvjf2zU0wRf5VTYxiGriY3_Qko8d3fQj-Gc9f9nfBKHDnxz67xvcI7Hcpsh0lpe88PR6eAEYNmbopMpIbIra7vQ==&xkcb=SoDg6_M3q0OvNTRSwR0CbzkdCdPP&camk=H-lBaXMUocJt48R9rCu2mA==&p=6&fvj=0&vjs=3,2025-12-03
Sendbird,Enterprise Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=077c9bdd18ae5f42&bb=QC8hBbrrOc8SEHifbtcHaoMkuoBsA6AJf4AZ4n2QZOKBvVrs1fS_Bzx07ZA-PPhvL7ahbGWURIp0KhunNV7XHAhV2R6sqpFeNTTDovxz6aUHyi7I9OPS1JEjJneM34oLM8L3UQFYMnKhD3qGCV7Cleg_CNDhSXJN&xkcb=SoCJ67M3q0OvNTRSwR0BbzkdCdPP&fccid=9ba9500ecf2596c5&vjs=3,2025-12-03
Airtable,Product Security Engineer,Various,Indeed,https://www.indeed.com/rc/clk?jk=1efebf88c3b7d4dd&bb=QC8hBbrrOc8SEHifbtcHag8M0DWW_8BPMDEGBQ8estnZ2z5FjsgDQXFTc10Fpi8EEOz_JiZzC9rcIrWDDgmpUxcliU5trXv905T_UUlXACRTRGKchiQ4fxRPuCpQx0o9695DIvTzc2XGnpbkGQR57enMtFFjqVTr&xkcb=SoA967M3q0OvNTRSwR0AbzkdCdPP&fccid=8e69c84ba187f262&vjs=3,2025-12-03
Anomali,"Graduate Software Engineer (Onsite Redwood City, CA)",Various,Indeed,https://www.indeed.com/rc/clk?jk=476e4a85921edd6e&bb=QC8hBbrrOc8SEHifbtcHakkxPXdJPNJ4TEw_7JV_6JIIvtfFdic8vP7JqUccuyWvfN6mL8I7u3anas_ZeLh8O4Fs8LQVHKVH7eDJQkxL_UMSCqrQnrjBMc8m5sS-Th8rVNZuKus4GLCB6BQYQToEHNDk8YNiPmOR&xkcb=SoCz67M3q0OvNTRSwR0HbzkdCdPP&fccid=41e9eb8f8ed93774&vjs=3,2025-12-03
xAI,"Software Engineer, X Platform Security",Various,Indeed,https://www.indeed.com/rc/clk?jk=32e3857fdf36a936&bb=QC8hBbrrOc8SEHifbtcHanhlJqJj40rk0R8vHD0Mzj_poGaQocJ-xL80iYw5FSqrt_rmSD8UJQlSXW_NFSDb0w9J3LKVt6O6DUH04e3sYE_kStL-UUYqXee4EQ2qTHVC7ahQzsOvKTHP07fwfZqd0Kl9J6D1gxqW&xkcb=SoAH67M3q0OvNTRSwR0GbzkdCdPP&fccid=9ddf94ed3f86fd04&vjs=3,2025-12-03
