company_name,activity_type,role_count,post_count,priority_score,last_updated
CrowdStrike,both,1,5,3,2025-12-03
Palo Alto Networks,both,1,3,3,2025-12-03
GoodRx,hiring_only,1,0,2,2025-12-03
Delve,hiring_only,1,0,2,2025-12-03
Hive,hiring_only,1,0,2,2025-12-03
Owner,hiring_only,1,0,2,2025-12-03
Meta,hiring_only,1,0,2,2025-12-03
Gallup,hiring_only,1,0,2,2025-12-03
Patelco Credit Union,hiring_only,1,0,2,2025-12-03
Saildrone,hiring_only,1,0,2,2025-12-03
Sendbird,hiring_only,1,0,2,2025-12-03
Airtable,hiring_only,1,0,2,2025-12-03
Anomali,hiring_only,1,0,2,2025-12-03
Zone 5 Technologies,hiring_only,1,0,2,2025-12-03
Rule4,hiring_only,1,0,2,2025-12-03
Virtana,hiring_only,1,0,2,2025-12-03
Integra Connect,hiring_only,1,0,2,2025-12-03
Netflix,hiring_only,1,0,2,2025-12-03
TikTok,hiring_only,1,0,2,2025-12-03
NuHarbor Security,hiring_only,1,0,2,2025-12-03
Happy Returns,hiring_only,1,0,2,2025-12-03
IT EngagementsInc,hiring_only,1,0,2,2025-12-03
Wind River,hiring_only,1,0,2,2025-12-03
Skylight,hiring_only,1,0,2,2025-12-03
Walker & Dunlop,hiring_only,1,0,2,2025-12-03
Stratascale,hiring_only,1,0,2,2025-12-03
Invoke,hiring_only,1,0,2,2025-12-03
Alloy,hiring_only,1,0,2,2025-12-03
Madcap Software,hiring_only,1,0,2,2025-12-03
Morgan Stanley,hiring_only,1,0,2,2025-12-03
Apexon,hiring_only,1,0,2,2025-12-03
Accurate Background,hiring_only,1,0,2,2025-12-03
Applied Intuition,hiring_only,1,0,2,2025-12-03
OpenAI,hiring_only,1,0,2,2025-12-03
Independent Security Evaluators,hiring_only,1,0,2,2025-12-03
ZIRLEN TECHNOLOGIES INCORPORATED,hiring_only,1,0,2,2025-12-03
Quanata,hiring_only,1,0,2,2025-12-03
Dental Intelligence,hiring_only,1,0,2,2025-12-03
Nerdio,hiring_only,1,0,2,2025-12-03
CXM Direct,hiring_only,1,0,2,2025-12-03
NowSecure,hiring_only,1,0,2,2025-12-03
Shopify,hiring_only,1,0,2,2025-12-03
SecurityPal,hiring_only,1,0,2,2025-12-03
Fortinet,hiring_only,1,0,2,2025-12-03
DoorDash USA,hiring_only,1,0,2,2025-12-03
Teledyne Technologies,hiring_only,1,0,2,2025-12-03
KPMG,hiring_only,1,0,2,2025-12-03
Federal Bureau of Investigation,hiring_only,1,0,2,2025-12-03
Fortress Information Security,hiring_only,1,0,2,2025-12-03
Synack,hiring_only,1,0,2,2025-12-03
Contact Government Services,hiring_only,1,0,2,2025-12-03
BakerHostetler,hiring_only,1,0,2,2025-12-03
Control Risks,hiring_only,1,0,2,2025-12-03
Asana,hiring_only,1,0,2,2025-12-03
Figure Lending,hiring_only,1,0,2,2025-12-03
Q Bio,hiring_only,1,0,2,2025-12-03
IMAGINEEER,hiring_only,1,0,2,2025-12-03
Clearway Health,hiring_only,1,0,2,2025-12-03
Ursus,hiring_only,1,0,2,2025-12-03
Foley,hiring_only,1,0,2,2025-12-03
Reveleer,hiring_only,1,0,2,2025-12-03
Quanta Manufacturing Fremont,hiring_only,1,0,2,2025-12-03
NEW CARROT FARMS,hiring_only,1,0,2,2025-12-03
Veracyte,hiring_only,1,0,2,2025-12-03
ponyai,hiring_only,1,0,2,2025-12-03
Coalfire,hiring_only,1,0,2,2025-12-03
Integral,hiring_only,1,0,2,2025-12-03
Center For Internet Security,hiring_only,1,0,2,2025-12-03
SHI International,hiring_only,1,0,2,2025-12-03
ZBeta Consulting,hiring_only,1,0,2,2025-12-03
Trimble,hiring_only,1,0,2,2025-12-03
ADRM,hiring_only,1,0,2,2025-12-03
Rubrik Security Cloud,hiring_only,1,0,2,2025-12-03
Core BTS,hiring_only,1,0,2,2025-12-03
Meriplex,hiring_only,1,0,2,2025-12-03
Minted,hiring_only,1,0,2,2025-12-03
Click Therapeutics,hiring_only,1,0,2,2025-12-03
Leidos,hiring_only,1,0,2,2025-12-03
Experis,hiring_only,1,0,2,2025-12-03
Reynolds and Reynolds,hiring_only,1,0,2,2025-12-03
Aimic,hiring_only,1,0,2,2025-12-03
Merlin International,hiring_only,1,0,2,2025-12-03
Noble Federal Credit Union,hiring_only,1,0,2,2025-12-03
Pivotal Consulting,hiring_only,1,0,2,2025-12-03
City of Philadelphia,hiring_only,1,0,2,2025-12-03
Take-Two Interactive Software,hiring_only,1,0,2,2025-12-03
DATAPRISE,hiring_only,1,0,2,2025-12-03
Egnyte,hiring_only,1,0,2,2025-12-03
DeepSeas,hiring_only,1,0,2,2025-12-03
Flex Employee Services,hiring_only,1,0,2,2025-12-03
Abnormal,hiring_only,1,0,2,2025-12-03
BeyondTrust,hiring_only,1,0,2,2025-12-03
Bulletproof Solutions,hiring_only,1,0,2,2025-12-03
TotalCyber Consulting,hiring_only,1,0,2,2025-12-03
Tec-Tel,hiring_only,1,0,2,2025-12-03
Crowell & Moring,hiring_only,1,0,2,2025-12-03
Pax8,hiring_only,1,0,2,2025-12-03
Dropbox,hiring_only,1,0,2,2025-12-03
Pure Storage,hiring_only,1,0,2,2025-12-03
Acadia Healthcare,hiring_only,1,0,2,2025-12-03
The Sunrock Group,hiring_only,1,0,2,2025-12-03
Gartner,hiring_only,1,0,2,2025-12-03
UT Southwestern,hiring_only,1,0,2,2025-12-03
Vanguard,hiring_only,1,0,2,2025-12-03
T-Mobile USA,hiring_only,1,0,2,2025-12-03
Crusoe,hiring_only,1,0,2,2025-12-03
InMarket,hiring_only,1,0,2,2025-12-03
Palantir Technologies,hiring_only,1,0,2,2025-12-03
Aprio,hiring_only,1,0,2,2025-12-03
Maleda Tech,hiring_only,1,0,2,2025-12-03
Global Secure 3,hiring_only,1,0,2,2025-12-03
Sacramento County Probation Department,hiring_only,1,0,2,2025-12-03
Faith Group,hiring_only,1,0,2,2025-12-03
Ascera,hiring_only,1,0,2,2025-12-03
Astranis,hiring_only,1,0,2,2025-12-03
Kentech Consulting,hiring_only,1,0,2,2025-12-03
Changent,hiring_only,1,0,2,2025-12-03
