company_name,activity_type,role_count,post_count,priority_score,last_updated
CrowdStrike,talking_only,0,8,1,2025-12-04
Palo Alto Networks,talking_only,0,5,1,2025-12-04
Cisco Security,talking_only,0,4,1,2025-12-04
Check Point,talking_only,0,3,1,2025-12-04
Hive,discovered,0,0,0,2025-12-04
Okta,discovered,0,0,0,2025-12-04
Datadog,discovered,0,0,0,2025-12-04
GoodRx,discovered,0,0,0,2025-12-04
Meta,discovered,0,0,0,2025-12-04
OpenAI,discovered,0,0,0,2025-12-04
PayPal,discovered,0,0,0,2025-12-04
Gallup,discovered,0,0,0,2025-12-04
An On-demand Autonomous Ride-hailing Company,discovered,0,0,0,2025-12-04
Sendbird,discovered,0,0,0,2025-12-04
Airtable,discovered,0,0,0,2025-12-04
Anomali,discovered,0,0,0,2025-12-04
Rule4,discovered,0,0,0,2025-12-04
Integra Connect,discovered,0,0,0,2025-12-04
Veracyte,discovered,0,0,0,2025-12-04
ponyai,discovered,0,0,0,2025-12-04
xAI,discovered,0,0,0,2025-12-04
IT EngagementsInc,discovered,0,0,0,2025-12-04
Delve,discovered,0,0,0,2025-12-04
Q Bio,discovered,0,0,0,2025-12-04
IMAGINEEER,discovered,0,0,0,2025-12-04
Clearway Health,discovered,0,0,0,2025-12-04
Ursus,discovered,0,0,0,2025-12-04
MEDuvi,discovered,0,0,0,2025-12-04
Foley,discovered,0,0,0,2025-12-04
Pivotal Consulting,discovered,0,0,0,2025-12-04
Reveleer,discovered,0,0,0,2025-12-04
Quanta Manufacturing Fremont,discovered,0,0,0,2025-12-04
NEW CARROT FARMS,discovered,0,0,0,2025-12-04
Netflix,discovered,0,0,0,2025-12-04
Grammarly,discovered,0,0,0,2025-12-04
Zoom,discovered,0,0,0,2025-12-04
Intone Networks,discovered,0,0,0,2025-12-04
Quantaleap,discovered,0,0,0,2025-12-04
Sylabs,discovered,0,0,0,2025-12-04
Thrive,discovered,0,0,0,2025-12-04
Meriplex,discovered,0,0,0,2025-12-04
Asana,discovered,0,0,0,2025-12-04
Data Path,discovered,0,0,0,2025-12-04
Crowell & Moring,discovered,0,0,0,2025-12-04
Minted,discovered,0,0,0,2025-12-04
Experis,discovered,0,0,0,2025-12-04
Merlin International,discovered,0,0,0,2025-12-04
Noble Federal Credit Union,discovered,0,0,0,2025-12-04
Fortress Information Security,discovered,0,0,0,2025-12-04
Take-Two Interactive Software,discovered,0,0,0,2025-12-04
DATAPRISE,discovered,0,0,0,2025-12-04
Invoca,discovered,0,0,0,2025-12-04
DISRUPTIVE SOLUTIONS,discovered,0,0,0,2025-12-04
Defiant Inc dba Wordfence,discovered,0,0,0,2025-12-04
Stratascale,discovered,0,0,0,2025-12-04
TikTok,discovered,0,0,0,2025-12-04
RKON,discovered,0,0,0,2025-12-04
NuHarbor Security,discovered,0,0,0,2025-12-04
Coalfire,discovered,0,0,0,2025-12-04
Integral,discovered,0,0,0,2025-12-04
Applied Intuition,discovered,0,0,0,2025-12-04
Center For Internet Security,discovered,0,0,0,2025-12-04
SHI International,discovered,0,0,0,2025-12-04
ZBeta Consulting,discovered,0,0,0,2025-12-04
Trimble,discovered,0,0,0,2025-12-04
ADRM,discovered,0,0,0,2025-12-04
Rubrik Security Cloud,discovered,0,0,0,2025-12-04
NST Cyber,discovered,0,0,0,2025-12-04
Konica Minolta Business Solutions USA,discovered,0,0,0,2025-12-04
Strata Information Group,discovered,0,0,0,2025-12-04
IDC,discovered,0,0,0,2025-12-04
Faith Group,discovered,0,0,0,2025-12-04
Blackwood Associates,discovered,0,0,0,2025-12-04
Ascera,discovered,0,0,0,2025-12-04
TEECOM,discovered,0,0,0,2025-12-04
NetSPI,discovered,0,0,0,2025-12-04
Career Mentors,discovered,0,0,0,2025-12-04
WaveStrong,discovered,0,0,0,2025-12-04
1X Technologies AS,discovered,0,0,0,2025-12-04
1Fivetech,discovered,0,0,0,2025-12-04
INVAR Technologies,discovered,0,0,0,2025-12-04
Happy Returns,discovered,0,0,0,2025-12-04
Assured,discovered,0,0,0,2025-12-04
WinCo Foods,discovered,0,0,0,2025-12-04
MyEyeDr,discovered,0,0,0,2025-12-04
CompTech Computer Technologies,discovered,0,0,0,2025-12-04
Workato,discovered,0,0,0,2025-12-04
Soft,discovered,0,0,0,2025-12-04
Ceribell,discovered,0,0,0,2025-12-04
Active Cyber,discovered,0,0,0,2025-12-04
Anvilogic,discovered,0,0,0,2025-12-04
Flex Consulting Group,discovered,0,0,0,2025-12-04
AA Cloud,discovered,0,0,0,2025-12-04
BlueMatrix,discovered,0,0,0,2025-12-04
Smile Digital Health,discovered,0,0,0,2025-12-04
Tyto Athene,discovered,0,0,0,2025-12-04
Trilagen,discovered,0,0,0,2025-12-04
supremesoft,discovered,0,0,0,2025-12-04
Contact Government Services,discovered,0,0,0,2025-12-04
Xponential Fitness,discovered,0,0,0,2025-12-04
DemandTec,discovered,0,0,0,2025-12-04
VaaridaTech,discovered,0,0,0,2025-12-04
Nerdio,discovered,0,0,0,2025-12-04
DoiT,discovered,0,0,0,2025-12-04
Owner,discovered,0,0,0,2025-12-04
Egnyte,discovered,0,0,0,2025-12-04
Flex Employee Services,discovered,0,0,0,2025-12-04
BeyondTrust,discovered,0,0,0,2025-12-04
Dental Intelligence,discovered,0,0,0,2025-12-04
Bulletproof Solutions,discovered,0,0,0,2025-12-04
TotalCyber Consulting,discovered,0,0,0,2025-12-04
Tec-Tel,discovered,0,0,0,2025-12-04
Pax8,discovered,0,0,0,2025-12-04
stackArmor,discovered,0,0,0,2025-12-04
County of San Mateo,discovered,0,0,0,2025-12-04
KnowBe4,discovered,0,0,0,2025-12-04
Wix,discovered,0,0,0,2025-12-04
Orison Solutions,discovered,0,0,0,2025-12-04
PurpleBox,discovered,0,0,0,2025-12-04
Core Source Global,discovered,0,0,0,2025-12-04
Mind Computing,discovered,0,0,0,2025-12-04
Apexon,discovered,0,0,0,2025-12-04
BakerHostetler,discovered,0,0,0,2025-12-04
Smaya technologies,discovered,0,0,0,2025-12-04
InMarket,discovered,0,0,0,2025-12-04
Moveworksai,discovered,0,0,0,2025-12-04
Palantir Technologies,discovered,0,0,0,2025-12-04
IDENTIFY SECURITY,discovered,0,0,0,2025-12-04
Physna,discovered,0,0,0,2025-12-04
GuidePoint Security,discovered,0,0,0,2025-12-04
