publisher,title,author,url,published_at,source
Palo Alto Networks,Introducing Unit 42 Managed XSIAM 2.0,Sharon Maydar,https://www.paloaltonetworks.com/blog/2026/02/introducing-unit-42-managed-xsiam-2-0/,"Tue, 17 Feb 2026 11:01:04 +0000",RSS Feed
Palo Alto Networks,2026 Unit 42 Global Incident Response Report — Attacks Now 4x Faster,Sam Rubin,https://www.paloaltonetworks.com/blog/2026/02/unit-42-global-ir-report/,"Tue, 17 Feb 2026 11:00:24 +0000",RSS Feed
Palo Alto Networks,When Security Becomes an Afterthought,Dena De Angelo,https://www.paloaltonetworks.com/blog/2026/02/when-security-becomes-an-afterthought/,"Thu, 12 Feb 2026 13:00:38 +0000",RSS Feed
Palo Alto Networks,Introducing Palo Alto Networks Quantum-Safe Security,"Rich Campagna, Richu Channakeshava",https://www.paloaltonetworks.com/blog/2026/01/introducing-quantum-safe-security/,"Tue, 27 Jan 2026 21:19:10 +0000",RSS Feed
Cisco Security,Accelerate Security Operations with Cisco’s New Security-Tuned Model,"Aman Priyanshu, Amin Karbasi, Paul Kassianik",https://blogs.cisco.com/security/accelerate-security-operations-with-ciscos-new-security-tuned-model/,"Thu, 12 Feb 2026 13:00:56 +0000",RSS Feed
Cisco Security,Double Defense: Cisco Secure Firewall 10.0 Confronts Encrypted Traffic and Emerging Attack Challenges,"Vignesh Sathiamoorthy,",https://blogs.cisco.com/security/double-defense-secure-firewall-10-0-confronts-encrypted-traffic-emerging-attack-challenges/,"Wed, 11 Feb 2026 13:00:00 +0000",RSS Feed
Cisco Security,Security Observability Improvements in Cisco Secure Firewall 10.0,"Ron Scott-Adams,",https://blogs.cisco.com/security/security-observability-improvements-in-cisco-secure-firewall-10-0/,"Tue, 10 Feb 2026 13:00:00 +0000",RSS Feed
Cisco Security,Redefining Security for the Agentic Era,"Peter Bailey,",https://blogs.cisco.com/security/redefining-security-for-the-agentic-era/,"Tue, 10 Feb 2026 08:30:00 +0000",RSS Feed
Cisco Security,Black Hat Europe: Enhancing Security Operations With Cisco XDR and Foundation-sec-8b-Instruct LLM,"Piotr Jarzynka,",https://blogs.cisco.com/security/enhancing-security-with-cisco-xdr-foundation-ai/,"Mon, 09 Feb 2026 13:00:14 +0000",RSS Feed
Cisco Security,Black Hat Europe 2025: A Decade of Cisco Security Cloud Innovation,"Jessica (Bair) Oppenheimer,",https://blogs.cisco.com/security/black-hat-europe-2025/,"Mon, 09 Feb 2026 13:00:11 +0000",RSS Feed
CrowdStrike,"Exposing Insider Threats through Data Protection, Identity, and HR Context",Radu-Emanuel Chiscariu - Emilian Duca,https://www.crowdstrike.com/en-us/blog/exposing-insider-threats-through-data-protection-identity-hr-context/,"Feb 18, 2026 00:00:00-0600",RSS Feed
CrowdStrike,Inside the Human-AI Feedback Loop Powering CrowdStrike&rsquo;s Agentic Security,Chris Bowie - Grace Ural - Lucia Stanham,https://www.crowdstrike.com/en-us/blog/inside-the-human-ai-feedback-loop-powering-crowdstrike-agentic-security/,"Feb 10, 2026 00:00:00-0600",RSS Feed
CrowdStrike,February 2026 Patch Tuesday: Six Zero-Days Among 59 CVEs Patched,Falcon Exposure Management Team,https://www.crowdstrike.com/en-us/blog/patch-tuesday-analysis-february-2026/,"Feb 10, 2026 00:00:00-0600",RSS Feed
